aula_10_LO_QUE_HEMOS_HECHO,1,1,adjective,ordinal,n/a,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,último,2,adjective,ordinal,n/a,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,reciente,1,adjective,qualificative,n/a,common,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,computacional,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,mejor,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,natural,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,suficiente,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,académico,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,bueno,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,mismo,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,web,1,adjective,qualificative,n/a,common,invariable,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,xxx,1,adjective,qualificative,n/a,common,invariable,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,corto,1,adjective,qualificative,n/a,feminine,plural,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,bueno,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,electrónico,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,estupendo,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,mismo,2,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,mejor,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,lingüístico,1,adjective,qualificative,n/a,feminine,singular,n/a,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,sintáctico,2,adjective,qualificative,n/a,masculine,plural,n/a,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,cierto,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,claro,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_EXPONE_DOAA,último,1,adjective,ordinal,n/a,masculine,singular,n/a,n/a
aula_20_EXPONE_DOAA,xxx,1,adjective,qualificative,n/a,common,invariable,n/a,n/a
aula_20_EXPONE_DOAA,gramatical,1,adjective,qualificative,n/a,common,plural,n/a,n/a
aula_20_EXPONE_DOAA,general,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_20_EXPONE_DOAA,importante,3,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_20_EXPONE_DOAA,interesante,3,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_20_EXPONE_DOAA,práctico,1,adjective,qualificative,n/a,feminine,singular,n/a,n/a
aula_20_EXPONE_DOAA,teórico,1,adjective,qualificative,n/a,feminine,singular,n/a,n/a
aula_20_EXPONE_DOAA,lingüístico,1,adjective,qualificative,n/a,masculine,plural,n/a,n/a
aula_20_EXPONE_DOAA,autodidáctico,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_EXPONE_DOAA,autónomo,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_EXPONE_DOAA,bueno,2,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_EXPONE_DOAA,comunicativo,3,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_EXPONE_DOAA,cronológico,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_EXPONE_DOAA,mismo,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,xxx,1,adjective,qualificative,n/a,common,invariable,n/a,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,oyente,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,optativo,1,adjective,qualificative,n/a,feminine,singular,n/a,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,bueno,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,2,1,adjective,ordinal,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,xxx,1,adjective,qualificative,n/a,common,invariable,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,oral,1,adjective,qualificative,n/a,common,plural,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,oral,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,tradicional,1,adjective,qualificative,n/a,common,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,didáctico,2,adjective,qualificative,n/a,feminine,plural,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,francés,1,adjective,qualificative,n/a,feminine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,bueno,3,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,claro,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,comunicativo,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,español,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,francés,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,innovador,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,típico,1,adjective,qualificative,n/a,masculine,singular,n/a,n/a
aula_20_SE_PRESENTA_LEO,2,1,adjective,ordinal,n/a,masculine,singular,n/a,n/a
