aula_10_LO_QUE_HEMOS_HECHO,final,1,noun,common,common,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,parte,1,noun,common,common,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,aplicación,1,noun,common,feminine,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,cosa,4,noun,common,feminine,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,práctica,2,noun,common,feminine,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,bibliografía,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,cosa,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,demostración,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,distribución,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,experiencia,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,idea,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,pena,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,práctica,2,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,verdad,1,noun,common,feminine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,alumno,1,noun,common,masculine,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,año,1,noun,common,masculine,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,fundamento,1,noun,common,masculine,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,libro,2,noun,common,masculine,plural,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,año,3,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,cambio,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,curso,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,doctorado,2,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,día,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,ejemplo,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,fundamento,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,lenguaje,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,mes,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,procesamiento,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,proceso,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,proyecto,2,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,revés,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,semestre,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,sistema,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,tiempo,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,tipo,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,trabajo,1,noun,common,masculine,singular,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,admyte,1,noun,proper,n/a,n/a,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,c-oral-rom,2,noun,proper,n/a,n/a,n/a,n/a
aula_10_LO_QUE_HEMOS_HECHO,marcos_marín,1,noun,proper,n/a,n/a,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,clase,1,noun,common,feminine,plural,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,función,1,noun,common,feminine,plural,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,opción,1,noun,common,feminine,plural,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,vez,1,noun,common,feminine,plural,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,clase,2,noun,common,feminine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,gente,2,noun,common,feminine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,opción,4,noun,common,feminine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,p_la,1,noun,common,feminine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,pantalla,2,noun,common,feminine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,página,2,noun,common,feminine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,t,1,noun,common,feminine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,correo,1,noun,common,masculine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,estado,1,noun,common,masculine,singular,n/a,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,lugar,1,noun,common,masculine,singular,n/a,n/a
